Area,AreaId,VariableName,VariableId,Year,Value,Symbol,Md1,Md2,Units,Period,ISOCode
Armenia,51.0,Flood occurrence (WRI),4543.0,2018.0,3.3,I,-,0.0,-,"(2018, 2022)",ARM
Australia,36.0,Area salinized by irrigation,4400.0,1997.0,200.0,I,-,0.0,· 1000 ha,"(1993, 1997)",AUS
Australia,36.0,Area salinized by irrigation,4400.0,2002.0,200.0,I,-,0.0,· 1000 ha,"(1998, 2002)",AUS
Australia,36.0,Area salinized by irrigation,4400.0,2007.0,200.0,I,-,0.0,· 1000 ha,"(2003, 2007)",AUS
Australia,36.0,Area salinized by irrigation,4400.0,2012.0,200.0,I,-,0.0,· 1000 ha,"(2008, 2012)",AUS
Australia,36.0,Area salinized by irrigation,4400.0,2017.0,200.0,I,-,0.0,· 1000 ha,"(2013, 2017)",AUS
Australia,36.0,Area salinized by irrigation,4400.0,2018.0,200.0,I,-,0.0,· 1000 ha,"(2018, 2022)",AUS
Australia,36.0,% of area equipped for irrigation salinized,4445.0,1997.0,8.3556149733,E,-,0.0,%,"(1993, 1997)",AUS
Australia,36.0,% of area equipped for irrigation salinized,4445.0,2002.0,8.02782981,E,-,0.0,%,"(1998, 2002)",AUS
Australia,36.0,% of area equipped for irrigation salinized,4445.0,2007.0,7.9802409235,E,-,0.0,%,"(2003, 2007)",AUS
Australia,36.0,% of area equipped for irrigation salinized,4445.0,2012.0,8.6687413854,E,-,0.0,%,"(2008, 2012)",AUS
Australia,36.0,% of area equipped for irrigation salinized,4445.0,2017.0,8.9138476623,E,-,0.0,%,"(2013, 2017)",AUS
Australia,36.0,% of area equipped for irrigation salinized,4445.0,2018.0,8.702462797,E,-,0.0,%,"(2018, 2022)",AUS
Australia,36.0,Flood occurrence (WRI),4543.0,2017.0,2.7,I,-,0.0,-,"(2013, 2017)",AUS
Australia,36.0,Flood occurrence (WRI),4543.0,2018.0,2.7,I,-,0.0,-,"(2018, 2022)",AUS
Austria,40.0,Flood occurrence (WRI),4543.0,2017.0,3.3,I,-,0.0,-,"(2013, 2017)",AUT
Austria,40.0,Flood occurrence (WRI),4543.0,2018.0,3.3,I,-,0.0,-,"(2018, 2022)",AUT
Azerbaijan,31.0,Area salinized by irrigation,4400.0,1997.0,296.95,I,-,0.0,· 1000 ha,"(1993, 1997)",AZE
Azerbaijan,31.0,Area salinized by irrigation,4400.0,2002.0,579.325,I,-,0.0,· 1000 ha,"(1998, 2002)",AZE
Azerbaijan,31.0,Area salinized by irrigation,4400.0,2007.0,542.4181818182,I,-,0.0,· 1000 ha,"(2003, 2007)",AZE
Azerbaijan,31.0,Area salinized by irrigation,4400.0,2012.0,425.6909090909,I,-,0.0,· 1000 ha,"(2008, 2012)",AZE
Azerbaijan,31.0,Area salinized by irrigation,4400.0,2017.0,270.12,-,-,7248.0,· 1000 ha,"(2013, 2017)",AZE
Azerbaijan,31.0,Area salinized by irrigation,4400.0,2018.0,270.12,I,-,0.0,· 1000 ha,"(2018, 2022)",AZE
Azerbaijan,31.0,% of area equipped for irrigation salinized,4445.0,1997.0,20.6072172103,E,-,0.0,%,"(1993, 1997)",AZE
Azerbaijan,31.0,% of area equipped for irrigation salinized,4445.0,2002.0,40.6258765778,E,-,0.0,%,"(1998, 2002)",AZE
Azerbaijan,31.0,% of area equipped for irrigation salinized,4445.0,2007.0,37.8519317389,E,-,0.0,%,"(2003, 2007)",AZE
Azerbaijan,31.0,% of area equipped for irrigation salinized,4445.0,2012.0,29.8102877515,E,-,0.0,%,"(2008, 2012)",AZE
Azerbaijan,31.0,% of area equipped for irrigation salinized,4445.0,2017.0,18.6830820307,E,-,0.0,%,"(2013, 2017)",AZE
Azerbaijan,31.0,% of area equipped for irrigation salinized,4445.0,2018.0,18.6366772458,E,-,0.0,%,"(2018, 2022)",AZE
Azerbaijan,31.0,Flood occurrence (WRI),4543.0,2017.0,3.0,I,-,0.0,-,"(2013, 2017)",AZE
Azerbaijan,31.0,Flood occurrence (WRI),4543.0,2018.0,3.0,I,-,0.0,-,"(2018, 2022)",AZE
Bahrain,48.0,Area salinized by irrigation,4400.0,1997.0,1.065,I,-,0.0,· 1000 ha,"(1993, 1997)",BHR
Bahrain,48.0,Area salinized by irrigation,4400.0,2002.0,1.065,I,-,0.0,· 1000 ha,"(1998, 2002)",BHR
Bahrain,48.0,Area salinized by irrigation,4400.0,2007.0,1.065,I,-,0.0,· 1000 ha,"(2003, 2007)",BHR
Bahrain,48.0,Area salinized by irrigation,4400.0,2012.0,1.065,I,-,0.0,· 1000 ha,"(2008, 2012)",BHR
Bahrain,48.0,Area salinized by irrigation,4400.0,2017.0,1.065,I,-,0.0,· 1000 ha,"(2013, 2017)",BHR
Bahrain,48.0,Area salinized by irrigation,4400.0,2018.0,1.065,I,-,0.0,· 1000 ha,"(2018, 2022)",BHR
Bahrain,48.0,% of area equipped for irrigation salinized,4445.0,1997.0,29.6657381616,E,-,0.0,%,"(1993, 1997)",BHR
Bahrain,48.0,% of area equipped for irrigation salinized,4445.0,2002.0,26.3965681602,E,-,0.0,%,"(1998, 2002)",BHR
Bahrain,48.0,% of area equipped for irrigation salinized,4445.0,2007.0,27.2539370079,E,-,0.0,%,"(2003, 2007)",BHR
Bahrain,48.0,% of area equipped for irrigation salinized,4445.0,2012.0,28.1688708037,E,-,0.0,%,"(2008, 2012)",BHR
Bahrain,48.0,% of area equipped for irrigation salinized,4445.0,2017.0,28.5522788204,E,-,0.0,%,"(2013, 2017)",BHR
Bahrain,48.0,% of area equipped for irrigation salinized,4445.0,2018.0,28.5522788204,E,-,0.0,%,"(2018, 2022)",BHR
Bahrain,48.0,Area waterlogged by irrigation,4401.0,1997.0,1.86,I,-,0.0,· 1000 hectares,"(1993, 1997)",BHR
Bahrain,48.0,Area waterlogged by irrigation,4401.0,2002.0,1.86,I,-,0.0,· 1000 hectares,"(1998, 2002)",BHR
Bahrain,48.0,Area waterlogged by irrigation,4401.0,2007.0,1.86,I,-,0.0,· 1000 hectares,"(2003, 2007)",BHR
Bahrain,48.0,Area waterlogged by irrigation,4401.0,2012.0,1.86,I,-,0.0,· 1000 hectares,"(2008, 2012)",BHR
Bahrain,48.0,Area waterlogged by irrigation,4401.0,2017.0,1.86,I,-,0.0,· 1000 hectares,"(2013, 2017)",BHR
Bahrain,48.0,Area waterlogged by irrigation,4401.0,2018.0,1.86,I,-,0.0,· 1000 hectares,"(2018, 2022)",BHR
Bahrain,48.0,Flood occurrence (WRI),4543.0,2017.0,0.0,I,-,0.0,-,"(2013, 2017)",BHR
Bahrain,48.0,Flood occurrence (WRI),4543.0,2018.0,0.0,I,-,0.0,-,"(2018, 2022)",BHR
Bangladesh,50.0,Area salinized by irrigation,4400.0,1992.0,100.0,I,-,0.0,· 1000 ha,"(1988, 1992)",BGD
Bangladesh,50.0,Area salinized by irrigation,4400.0,1997.0,100.0,I,-,0.0,· 1000 ha,"(1993, 1997)",BGD
Bangladesh,50.0,Area salinized by irrigation,4400.0,2002.0,100.0,I,-,0.0,· 1000 ha,"(1998, 2002)",BGD
Bangladesh,50.0,Area salinized by irrigation,4400.0,2007.0,100.0,I,-,0.0,· 1000 ha,"(2003, 2007)",BGD
Bangladesh,50.0,Area salinized by irrigation,4400.0,2012.0,100.0,I,-,0.0,· 1000 ha,"(2008, 2012)",BGD
Bangladesh,50.0,Area salinized by irrigation,4400.0,2017.0,100.0,I,-,0.0,· 1000 ha,"(2013, 2017)",BGD
Bangladesh,50.0,Area salinized by irrigation,4400.0,2018.0,100.0,I,-,0.0,· 1000 ha,"(2018, 2022)",BGD
Bangladesh,50.0,% of area equipped for irrigation salinized,4445.0,1992.0,3.2258064516,I,-,0.0,%,"(1988, 1992)",BGD
Bangladesh,50.0,% of area equipped for irrigation salinized,4445.0,1997.0,2.5311033664,E,-,0.0,%,"(1993, 1997)",BGD
Bangladesh,50.0,% of area equipped for irrigation salinized,4445.0,2002.0,2.2469579646,E,-,0.0,%,"(1998, 2002)",BGD
Bangladesh,50.0,% of area equipped for irrigation salinized,4445.0,2007.0,2.0201706267,E,-,0.0,%,"(2003, 2007)",BGD
Bangladesh,50.0,% of area equipped for irrigation salinized,4445.0,2012.0,1.9801980198,E,-,0.0,%,"(2008, 2012)",BGD
Bangladesh,50.0,% of area equipped for irrigation salinized,4445.0,2017.0,1.9801980198,E,-,0.0,%,"(2013, 2017)",BGD
Bangladesh,50.0,% of area equipped for irrigation salinized,4445.0,2018.0,1.9801980198,E,-,0.0,%,"(2018, 2022)",BGD
Bangladesh,50.0,Area waterlogged by irrigation,4401.0,1997.0,770.0,I,-,0.0,· 1000 hectares,"(1993, 1997)",BGD
Bangladesh,50.0,Area waterlogged by irrigation,4401.0,2002.0,770.0,I,-,0.0,· 1000 hectares,"(1998, 2002)",BGD
Bangladesh,50.0,Area waterlogged by irrigation,4401.0,2007.0,770.0,I,-,0.0,· 1000 hectares,"(2003, 2007)",BGD
Bangladesh,50.0,Area waterlogged by irrigation,4401.0,2012.0,770.0,I,-,0.0,· 1000 hectares,"(2008, 2012)",BGD
Bangladesh,50.0,Area waterlogged by irrigation,4401.0,2017.0,770.0,I,-,0.0,· 1000 hectares,"(2013, 2017)",BGD
Bangladesh,50.0,Area waterlogged by irrigation,4401.0,2018.0,770.0,I,-,0.0,· 1000 hectares,"(2018, 2022)",BGD
Bangladesh,50.0,Flood occurrence (WRI),4543.0,2017.0,4.9,I,-,0.0,-,"(2013, 2017)",BGD
Bangladesh,50.0,Flood occurrence (WRI),4543.0,2018.0,4.9,I,-,0.0,-,"(2018, 2022)",BGD
Barbados,52.0,Flood occurrence (WRI),4543.0,2017.0,3.6,I,-,0.0,-,"(2013, 2017)",BRB
Barbados,52.0,Flood occurrence (WRI),4543.0,2018.0,3.6,I,-,0.0,-,"(2018, 2022)",BRB
Belarus,112.0,Flood occurrence (WRI),4543.0,2017.0,2.6,I,-,0.0,-,"(2013, 2017)",BLR
Belarus,112.0,Flood occurrence (WRI),4543.0,2018.0,2.6,I,-,0.0,-,"(2018, 2022)",BLR
Belgium,56.0,Flood occurrence (WRI),4543.0,2017.0,2.8,I,-,0.0,-,"(2013, 2017)",BEL
Belgium,56.0,Flood occurrence (WRI),4543.0,2018.0,2.8,I,-,0.0,-,"(2018, 2022)",BEL
Belize,84.0,Flood occurrence (WRI),4543.0,2017.0,2.6,I,-,0.0,-,"(2013, 2017)",BLZ
Belize,84.0,Flood occurrence (WRI),4543.0,2018.0,2.6,I,-,0.0,-,"(2018, 2022)",BLZ
Benin,204.0,Flood occurrence (WRI),4543.0,2017.0,3.6,I,-,0.0,-,"(2013, 2017)",BEN
Benin,204.0,Flood occurrence (WRI),4543.0,2018.0,3.6,I,-,0.0,-,"(2018, 2022)",BEN
Bhutan,64.0,Flood occurrence (WRI),4543.0,2017.0,4.7,I,-,0.0,-,"(2013, 2017)",BTN
Bhutan,64.0,Flood occurrence (WRI),4543.0,2018.0,4.7,I,-,0.0,-,"(2018, 2022)",BTN
Bolivia (Plurinational State of),68.0,Area salinized by irrigation,4400.0,2002.0,21.91,I,-,0.0,· 1000 ha,"(1998, 2002)",BOL
Bolivia (Plurinational State of),68.0,Area salinized by irrigation,4400.0,2007.0,21.91,I,-,0.0,· 1000 ha,"(2003, 2007)",BOL
Bolivia (Plurinational State of),68.0,Area salinized by irrigation,4400.0,2012.0,21.91,I,-,0.0,· 1000 ha,"(2008, 2012)",BOL
Bolivia (Plurinational State of),68.0,Area salinized by irrigation,4400.0,2017.0,21.91,I,-,0.0,· 1000 ha,"(2013, 2017)",BOL
Bolivia (Plurinational State of),68.0,Area salinized by irrigation,4400.0,2018.0,21.91,I,-,0.0,· 1000 ha,"(2018, 2022)",BOL
Bolivia (Plurinational State of),68.0,% of area equipped for irrigation salinized,4445.0,2002.0,9.1875458643,E,-,0.0,%,"(1998, 2002)",BOL
Bolivia (Plurinational State of),68.0,% of area equipped for irrigation salinized,4445.0,2007.0,8.1704190556,E,-,0.0,%,"(2003, 2007)",BOL
Bolivia (Plurinational State of),68.0,% of area equipped for irrigation salinized,4445.0,2012.0,7.3721399731,E,-,0.0,%,"(2008, 2012)",BOL
Bolivia (Plurinational State of),68.0,% of area equipped for irrigation salinized,4445.0,2017.0,7.3721399731,E,-,0.0,%,"(2013, 2017)",BOL
Bolivia (Plurinational State of),68.0,% of area equipped for irrigation salinized,4445.0,2018.0,7.3721399731,E,-,0.0,%,"(2018, 2022)",BOL
Bolivia (Plurinational State of),68.0,Flood occurrence (WRI),4543.0,2017.0,3.1,I,-,0.0,-,"(2013, 2017)",BOL
Bolivia (Plurinational State of),68.0,Flood occurrence (WRI),4543.0,2018.0,3.1,I,-,0.0,-,"(2018, 2022)",BOL
Bosnia and Herzegovina,70.0,Flood occurrence (WRI),4543.0,2017.0,3.6,I,-,0.0,-,"(2013, 2017)",BIH
Bosnia and Herzegovina,70.0,Flood occurrence (WRI),4543.0,2018.0,3.6,I,-,0.0,-,"(2018, 2022)",BIH
Botswana,72.0,Flood occurrence (WRI),4543.0,2017.0,2.1,I,-,0.0,-,"(2013, 2017)",BWA
Botswana,72.0,Flood occurrence (WRI),4543.0,2018.0,2.1,I,-,0.0,-,"(2018, 2022)",BWA
Brazil,76.0,Area salinized by irrigation,4400.0,2002.0,15.0,I,-,0.0,· 1000 ha,"(1998, 2002)",BRA
Brazil,76.0,Area salinized by irrigation,4400.0,2007.0,15.0,I,-,0.0,· 1000 ha,"(2003, 2007)",BRA
Brazil,76.0,Area salinized by irrigation,4400.0,2012.0,15.0,I,-,0.0,· 1000 ha,"(2008, 2012)",BRA
Brazil,76.0,Area salinized by irrigation,4400.0,2017.0,15.0,I,-,0.0,· 1000 ha,"(2013, 2017)",BRA
Brazil,76.0,Area salinized by irrigation,4400.0,2018.0,15.0,I,-,0.0,· 1000 ha,"(2018, 2022)",BRA
Brazil,76.0,% of area equipped for irrigation salinized,4445.0,2002.0,0.4011177816,E,-,0.0,%,"(1998, 2002)",BRA
Brazil,76.0,% of area equipped for irrigation salinized,4445.0,2007.0,0.3124544337,E,-,0.0,%,"(2003, 2007)",BRA
Brazil,76.0,% of area equipped for irrigation salinized,4445.0,2012.0,0.2937777865,E,-,0.0,%,"(2008, 2012)",BRA
Brazil,76.0,% of area equipped for irrigation salinized,4445.0,2017.0,0.2907540221,E,-,0.0,%,"(2013, 2017)",BRA
Brazil,76.0,% of area equipped for irrigation salinized,4445.0,2018.0,0.2657218778,E,-,0.0,%,"(2018, 2022)",BRA
Brazil,76.0,Flood occurrence (WRI),4543.0,2017.0,3.1,I,-,0.0,-,"(2013, 2017)",BRA
Brazil,76.0,Flood occurrence (WRI),4543.0,2018.0,3.1,I,-,0.0,-,"(2018, 2022)",BRA
Brunei Darussalam,96.0,Flood occurrence (WRI),4543.0,2017.0,2.3,I,-,0.0,-,"(2013, 2017)",BRN
Brunei Darussalam,96.0,Flood occurrence (WRI),4543.0,2018.0,2.3,I,-,0.0,-,"(2018, 2022)",BRN
Bulgaria,100.0,Flood occurrence (WRI),4543.0,2017.0,3.2,I,-,0.0,-,"(2013, 2017)",BGR
Bulgaria,100.0,Flood occurrence (WRI),4543.0,2018.0,3.2,I,-,0.0,-,"(2018, 2022)",BGR
Burkina Faso,854.0,Flood occurrence (WRI),4543.0,2017.0,3.3,I,-,0.0,-,"(2013, 2017)",BFA
Burkina Faso,854.0,Flood occurrence (WRI),4543.0,2018.0,3.3,I,-,0.0,-,"(2018, 2022)",BFA
Burundi,108.0,Flood occurrence (WRI),4543.0,2017.0,3.3,I,-,0.0,-,"(2013, 2017)",BDI
Burundi,108.0,Flood occurrence (WRI),4543.0,2018.0,3.3,I,-,0.0,-,"(2018, 2022)",BDI
Cabo Verde,132.0,Area waterlogged by irrigation,4401.0,1987.0,0.0,I,-,0.0,· 1000 hectares,"(1983, 1987)",CPV
Cabo Verde,132.0,Area waterlogged by irrigation,4401.0,1992.0,0.0,I,-,0.0,· 1000 hectares,"(1988, 1992)",CPV
Cabo Verde,132.0,Area waterlogged by irrigation,4401.0,1997.0,0.0,I,-,0.0,· 1000 hectares,"(1993, 1997)",CPV
Cabo Verde,132.0,Area waterlogged by irrigation,4401.0,2002.0,0.0,I,-,0.0,· 1000 hectares,"(1998, 2002)",CPV
Cabo Verde,132.0,Area waterlogged by irrigation,4401.0,2007.0,0.0,I,-,0.0,· 1000 hectares,"(2003, 2007)",CPV
Cabo Verde,132.0,Area waterlogged by irrigation,4401.0,2012.0,0.0,I,-,0.0,· 1000 hectares,"(2008, 2012)",CPV
Cabo Verde,132.0,Area waterlogged by irrigation,4401.0,2017.0,0.0,I,-,0.0,· 1000 hectares,"(2013, 2017)",CPV
Cabo Verde,132.0,Area waterlogged by irrigation,4401.0,2018.0,0.0,I,-,0.0,· 1000 hectares,"(2018, 2022)",CPV
Cambodia,116.0,Flood occurrence (WRI),4543.0,2017.0,3.9,I,-,0.0,-,"(2013, 2017)",KHM
Cambodia,116.0,Flood occurrence (WRI),4543.0,2018.0,3.9,I,-,0.0,-,"(2018, 2022)",KHM
Cameroon,120.0,Flood occurrence (WRI),4543.0,2017.0,2.2,I,-,0.0,-,"(2013, 2017)",CMR
Cameroon,120.0,Flood occurrence (WRI),4543.0,2018.0,2.2,I,-,0.0,-,"(2018, 2022)",CMR
Canada,124.0,Flood occurrence (WRI),4543.0,2017.0,1.9,I,-,0.0,-,"(2013, 2017)",CAN
Canada,124.0,Flood occurrence (WRI),4543.0,2018.0,1.9,I,-,0.0,-,"(2018, 2022)",CAN
Central African Republic,140.0,Flood occurrence (WRI),4543.0,2017.0,2.3,I,-,0.0,-,"(2013, 2017)",CAF
Central African Republic,140.0,Flood occurrence (WRI),4543.0,2018.0,2.3,I,-,0.0,-,"(2018, 2022)",CAF
Chad,148.0,Flood occurrence (WRI),4543.0,2017.0,3.0,I,-,0.0,-,"(2013, 2017)",TCD
Chad,148.0,Flood occurrence (WRI),4543.0,2018.0,3.0,I,-,0.0,-,"(2018, 2022)",TCD
Chile,152.0,Area salinized by irrigation,4400.0,1997.0,33.6,I,-,0.0,· 1000 ha,"(1993, 1997)",CHL
Chile,152.0,Area salinized by irrigation,4400.0,2002.0,33.6,I,-,0.0,· 1000 ha,"(1998, 2002)",CHL
Chile,152.0,Area salinized by irrigation,4400.0,2007.0,33.6,I,-,0.0,· 1000 ha,"(2003, 2007)",CHL
Chile,152.0,Area salinized by irrigation,4400.0,2012.0,33.6,I,-,0.0,· 1000 ha,"(2008, 2012)",CHL
Chile,152.0,Area salinized by irrigation,4400.0,2017.0,33.6,I,-,0.0,· 1000 ha,"(2013, 2017)",CHL
Chile,152.0,Area salinized by irrigation,4400.0,2018.0,33.6,I,-,0.0,· 1000 ha,"(2018, 2022)",CHL
Chile,152.0,% of area equipped for irrigation salinized,4445.0,2007.0,3.0297565374,E,-,0.0,%,"(2003, 2007)",CHL
Chile,152.0,% of area equipped for irrigation salinized,4445.0,2012.0,3.031876666,E,-,0.0,%,"(2008, 2012)",CHL
Chile,152.0,% of area equipped for irrigation salinized,4445.0,2017.0,3.0309618162,E,-,0.0,%,"(2013, 2017)",CHL
Chile,152.0,% of area equipped for irrigation salinized,4445.0,2018.0,3.0309618162,E,-,0.0,%,"(2018, 2022)",CHL
Chile,152.0,Flood occurrence (WRI),4543.0,2017.0,2.5,I,-,0.0,-,"(2013, 2017)",CHL
Chile,152.0,Flood occurrence (WRI),4543.0,2018.0,2.5,I,-,0.0,-,"(2018, 2022)",CHL
China,156.0,Area salinized by irrigation,4400.0,2002.0,6700.0,I,-,0.0,· 1000 ha,"(1998, 2002)",CHN
China,156.0,Area salinized by irrigation,4400.0,2007.0,6700.0,I,-,0.0,· 1000 ha,"(2003, 2007)",CHN
China,156.0,Area salinized by irrigation,4400.0,2012.0,6700.0,I,-,0.0,· 1000 ha,"(2008, 2012)",CHN
China,156.0,Area salinized by irrigation,4400.0,2017.0,6700.0,I,-,0.0,· 1000 ha,"(2013, 2017)",CHN
China,156.0,Area salinized by irrigation,4400.0,2018.0,6700.0,I,-,0.0,· 1000 ha,"(2018, 2022)",CHN
