

"Area","Area Id","Variable Name","Variable Id","Year","Value","Symbol","Md"
"Afghanistan",4,"Agriculture, value added (% GDP)",4113,1997,62.416768,"X","","0"
"Afghanistan",4,"Agriculture, value added (% GDP)",4113,2002,45.134344,"X","","0"
"Afghanistan",4,"Agriculture, value added (% GDP)",4113,2007,35.265942,"X","","0"
"Afghanistan",4,"Agriculture, value added (% GDP)",4113,2012,28.556142,"X","","0"
"Afghanistan",4,"Agriculture, value added (% GDP)",4113,2017,25.57467,"X","","0"
"Afghanistan",4,"Agriculture, value added (% GDP)",4113,2018,22.440899,"X","","0"
"Afghanistan",4,"Agriculture, value added to GDP",4548,1972,8.016412204E8,"X","","7015"
"Afghanistan",4,"Agriculture, value added to GDP",4548,1977,1.484165633E9,"X","","7015"
"Afghanistan",4,"Agriculture, value added to GDP",4548,1982,1.732784851E9,"X","","7015"
"Afghanistan",4,"Agriculture, value added to GDP",4548,1987,1.364599992E9,"X","","7015"
"Afghanistan",4,"Agriculture, value added to GDP",4548,1992,1.926500007E9,"X","","7015"
"Afghanistan",4,"Agriculture, value added to GDP",4548,1997,1.872016047E9,"X","","7015"
"Afghanistan",4,"Agriculture, value added to GDP",4548,2002,1.849755623E9,"X","","7015"
"Afghanistan",4,"Agriculture, value added to GDP",4548,2007,3.489510788E9,"X","","7015"
"Afghanistan",4,"Agriculture, value added to GDP",4548,2012,5.416563567E9,"X","","7015"
"Afghanistan",4,"Agriculture, value added to GDP",4548,2017,5.090177257E9,"X","","7015"
"Afghanistan",4,"Agriculture, value added to GDP",4548,2018,4.195836332E9,"X","","7015"
"Afghanistan",4,"Industry, value added to GDP",4546,1972,3.880475193E8,"X","","7015"
"Afghanistan",4,"Industry, value added to GDP",4546,1977,7.182643727E8,"X","","7015"
"Afghanistan",4,"Industry, value added to GDP",4546,1982,8.395318023E8,"X","","7015"
"Afghanistan",4,"Industry, value added to GDP",4546,1987,7.00034393E8,"X","","7015"
"Afghanistan",4,"Industry, value added to GDP",4546,1992,5.52848996E8,"X","","7015"
"Afghanistan",4,"Industry, value added to GDP",4546,1997,4.22434125E8,"X","","7015"
"Afghanistan",4,"Industry, value added to GDP",4546,2002,9.151344604E8,"X","","7015"
"Afghanistan",4,"Industry, value added to GDP",4546,2007,2.599214479E9,"X","","7015"
"Afghanistan",4,"Industry, value added to GDP",4546,2012,4.363018299E9,"X","","7015"
"Afghanistan",4,"Industry, value added to GDP",4546,2017,4.502380406E9,"X","","7015"
"Afghanistan",4,"Industry, value added to GDP",4546,2018,4.798614871E9,"X","","7015"
"Afghanistan",4,"Services, value added to GDP",4547,1972,4.058838983E8,"X","","7015"
"Afghanistan",4,"Services, value added to GDP",4547,1977,7.50934848E8,"X","","7015"
"Afghanistan",4,"Services, value added to GDP",4547,1982,8.666200952E8,"X","","7015"
"Afghanistan",4,"Services, value added to GDP",4547,1987,8.229656286E8,"X","","7015"
"Afghanistan",4,"Services, value added to GDP",4547,1992,9.952510238E8,"X","","7015"
"Afghanistan",4,"Services, value added to GDP",4547,1997,6.527579954E8,"X","","7015"
"Afghanistan",4,"Services, value added to GDP",4547,2002,1.465903595E9,"X","","7015"
"Afghanistan",4,"Services, value added to GDP",4547,2007,4.027325148E9,"X","","7015"
"Afghanistan",4,"Services, value added to GDP",4547,2012,1.0738428491E10,"X","","7015"
"Afghanistan",4,"Services, value added to GDP",4547,2017,1.0937781929E10,"X","","7015"
"Afghanistan",4,"Services, value added to GDP",4547,2018,1.0639422131E10,"X","","7015"
"Afghanistan",4,"Human Development Index (HDI) [highest = 1]",4111,1992,0.312,"X","","7016"
"Afghanistan",4,"Human Development Index (HDI) [highest = 1]",4111,1997,0.335,"X","","7016"
"Afghanistan",4,"Human Development Index (HDI) [highest = 1]",4111,2002,0.378,"X","","7016"
"Afghanistan",4,"Human Development Index (HDI) [highest = 1]",4111,2007,0.431,"X","","7016"
"Afghanistan",4,"Human Development Index (HDI) [highest = 1]",4111,2012,0.479,"X","","7016"
"Afghanistan",4,"Human Development Index (HDI) [highest = 1]",4111,2017,0.493,"X","","7016"
"Afghanistan",4,"Human Development Index (HDI) [highest = 1]",4111,2018,0.496,"X","","7016"
"Albania",8,"Gross Domestic Product (GDP)",4112,1972,2.397526448E9,"X","","0"
"Albania",8,"Gross Domestic Product (GDP)",4112,1977,2.760746397E9,"X","","0"
"Albania",8,"Gross Domestic Product (GDP)",4112,1982,2.280424885E9,"X","","0"
"Albania",8,"Gross Domestic Product (GDP)",4112,1987,2.37819481E9,"X","","0"
"Albania",8,"Gross Domestic Product (GDP)",4112,1992,1.51614918E9,"X","","0"
"Albania",8,"Gross Domestic Product (GDP)",4112,1997,2.224654241E9,"X","","0"
"Albania",8,"Gross Domestic Product (GDP)",4112,2002,4.355865889E9,"X","","0"
"Albania",8,"Gross Domestic Product (GDP)",4112,2007,1.067732222E10,"X","","0"
"Albania",8,"Gross Domestic Product (GDP)",4112,2012,1.2319779604E10,"X","","0"
"Albania",8,"Gross Domestic Product (GDP)",4112,2017,1.3019729856E10,"X","","0"
"Albania",8,"Gross Domestic Product (GDP)",4112,2018,1.5147025232E10,"X","","0"
"Albania",8,"GDP per capita",4458,1972,1063.749953,"X","","0"
"Albania",8,"GDP per capita",4458,1977,1096.460184,"X","","0"
"Albania",8,"GDP per capita",4458,1982,817.850818,"X","","0"
"Albania",8,"GDP per capita",4458,1987,761.91567,"X","","0"
"Albania",8,"GDP per capita",4458,1992,467.862514,"X","","0"
"Albania",8,"GDP per capita",4458,1997,719.244989,"X","","0"
"Albania",8,"GDP per capita",4458,2002,1396.545492,"X","","0"
"Albania",8,"GDP per capita",4458,2007,3530.969114,"X","","0"
"Albania",8,"GDP per capita",4458,2012,4219.046254,"X","","0"
"Albania",8,"GDP per capita",4458,2017,4445.132198,"X","","0"
"Albania",8,"GDP per capita",4458,2018,5131.908959,"X","","0"
"Albania",8,"Agriculture, value added (% GDP)",4113,1972,38.178962,"X","","0"
"Albania",8,"Agriculture, value added (% GDP)",4113,1977,38.318367,"X","","0"
"Albania",8,"Agriculture, value added (% GDP)",4113,1982,36.800789,"X","","0"
"Albania",8,"Agriculture, value added (% GDP)",4113,1987,38.54186,"X","","0"
"Albania",8,"Agriculture, value added (% GDP)",4113,1992,56.172816,"X","","0"
"Albania",8,"Agriculture, value added (% GDP)",4113,1997,31.543343,"X","","0"
"Albania",8,"Agriculture, value added (% GDP)",4113,2002,22.025174,"X","","0"
"Albania",8,"Agriculture, value added (% GDP)",4113,2007,17.153623,"X","","0"
"Albania",8,"Agriculture, value added (% GDP)",4113,2012,18.766799,"X","","0"
"Albania",8,"Agriculture, value added (% GDP)",4113,2017,19.022127,"X","","0"
"Albania",8,"Agriculture, value added (% GDP)",4113,2018,18.440931,"X","","0"
"Albania",8,"Agriculture, value added to GDP",4548,1972,9.153507024E8,"X","","7015"
"Albania",8,"Agriculture, value added to GDP",4548,1977,1.05787294E9,"X","","7015"
"Albania",8,"Agriculture, value added to GDP",4548,1982,8.39214356E8,"X","","7015"
"Albania",8,"Agriculture, value added to GDP",4548,1987,9.166005147E8,"X","","7015"
"Albania",8,"Agriculture, value added to GDP",4548,1992,8.516636856E8,"X","","7015"
"Albania",8,"Agriculture, value added to GDP",4548,1997,7.01730328E8,"X","","7015"
"Albania",8,"Agriculture, value added to GDP",4548,2002,9.59387052E8,"X","","7015"
"Albania",8,"Agriculture, value added to GDP",4548,2007,1.831547553E9,"X","","7015"
"Albania",8,"Agriculture, value added to GDP",4548,2012,2.312028282E9,"X","","7015"
"Albania",8,"Agriculture, value added to GDP",4548,2017,2.476629502E9,"X","","7015"
"Albania",8,"Agriculture, value added to GDP",4548,2018,2.770067214E9,"X","","7015"
"Albania",8,"Industry, value added to GDP",4546,1972,7.668305932E8,"X","","7015"
"Albania",8,"Industry, value added to GDP",4546,1977,8.864210504E8,"X","","7015"
"Albania",8,"Industry, value added to GDP",4546,1982,7.236450036E8,"X","","7015"
"Albania",8,"Industry, value added to GDP",4546,1987,7.870826513E8,"X","","7015"
"Albania",8,"Industry, value added to GDP",4546,1992,3.375393783E8,"X","","7015"
"Albania",8,"Industry, value added to GDP",4546,1997,3.220735501E8,"X","","7015"
"Albania",8,"Industry, value added to GDP",4546,2002,9.221926037E8,"X","","7015"
"Albania",8,"Industry, value added to GDP",4546,2007,2.427539948E9,"X","","7015"
"Albania",8,"Industry, value added to GDP",4546,2012,2.527986297E9,"X","","7015"
"Albania",8,"Industry, value added to GDP",4546,2017,2.30657375E9,"X","","7015"
"Albania",8,"Industry, value added to GDP",4546,2018,2.678752862E9,"X","","7015"
"Albania",8,"Services, value added to GDP",4547,1972,8.003025594E8,"X","","7015"
"Albania",8,"Services, value added to GDP",4547,1977,9.161010998E8,"X","","7015"
"Albania",8,"Services, value added to GDP",4547,1982,7.888718104E8,"X","","7015"
"Albania",8,"Services, value added to GDP",4547,1987,7.680053547E8,"X","","7015"
"Albania",8,"Services, value added to GDP",4547,1992,3.822881562E8,"X","","7015"
"Albania",8,"Services, value added to GDP",4547,1997,1.022178874E9,"X","","7015"
"Albania",8,"Services, value added to GDP",4547,2002,1.991128594E9,"X","","7015"
"Albania",8,"Services, value added to GDP",4547,2007,5.044450207E9,"X","","7015"
"Albania",8,"Services, value added to GDP",4547,2012,5.833834291E9,"X","","7015"
"Albania",8,"Services, value added to GDP",4547,2017,6.594881326E9,"X","","7015"
"Albania",8,"Services, value added to GDP",4547,2018,7.743614721E9,"X","","7015"
"Albania",8,"Human Development Index (HDI) [highest = 1]",4111,1992,0.608,"X","","7016"
"Albania",8,"Human Development Index (HDI) [highest = 1]",4111,1997,0.639,"X","","7016"
"Albania",8,"Human Development Index (HDI) [highest = 1]",4111,2002,0.68,"X","","7016"
"Albania",8,"Human Development Index (HDI) [highest = 1]",4111,2007,0.718,"X","","7016"
"Albania",8,"Human Development Index (HDI) [highest = 1]",4111,2012,0.771,"X","","7016"
"Albania",8,"Human Development Index (HDI) [highest = 1]",4111,2017,0.789,"X","","7016"
"Albania",8,"Human Development Index (HDI) [highest = 1]",4111,2018,0.791,"X","","7016"
"Algeria",12,"Gross Domestic Product (GDP)",4112,1962,2.001460831E9,"X","","6686"
"Algeria",12,"Gross Domestic Product (GDP)",4112,1967,3.370870459E9,"X","","6686"
"Algeria",12,"Gross Domestic Product (GDP)",4112,1972,7.176428384E9,"X","","0"
"Algeria",12,"Gross Domestic Product (GDP)",4112,1977,2.099093914E10,"X","","0"
"Algeria",12,"Gross Domestic Product (GDP)",4112,1982,4.509484277E10,"X","","0"
"Algeria",12,"Gross Domestic Product (GDP)",4112,1987,6.4333578322E10,"X","","0"
"Algeria",12,"Gross Domestic Product (GDP)",4112,1992,4.9105553595E10,"X","","0"
"Algeria",12,"Gross Domestic Product (GDP)",4112,1997,4.8068457028E10,"X","","0"
"Algeria",12,"Gross Domestic Product (GDP)",4112,2002,5.6819210891E10,"X","","0"
"Algeria",12,"Gross Domestic Product (GDP)",4112,2007,1.34977088396E11,"X","","0"
"Algeria",12,"Gross Domestic Product (GDP)",4112,2012,2.09059083118E11,"X","","0"
"Algeria",12,"Gross Domestic Product (GDP)",4112,2017,1.70097205312E11,"X","","0"
"Algeria",12,"Gross Domestic Product (GDP)",4112,2018,1.75415000298E11,"X","","0"
"Algeria",12,"GDP per capita",4458,1972,466.696038,"X","","0"
"Algeria",12,"GDP per capita",4458,1977,1186.586818,"X","","0"
"Algeria",12,"GDP per capita",4458,1982,2191.655233,"X","","0"
"Algeria",12,"GDP per capita",4458,1987,2689.767345,"X","","0"
"Algeria",12,"GDP per capita",4458,1992,1806.60696,"X","","0"
"Algeria",12,"GDP per capita",4458,1997,1608.348646,"X","","0"
"Algeria",12,"GDP per capita",4458,2002,1775.875268,"X","","0"
"Algeria",12,"GDP per capita",4458,2007,3935.183362,"X","","0"
"Algeria",12,"GDP per capita",4458,2012,5565.136948,"X","","0"
"Algeria",12,"GDP per capita",4458,2017,4051.244377,"X","","0"
"Algeria",12,"GDP per capita",4458,2018,4136.289853,"X","","0"
"Algeria",12,"Agriculture, value added (% GDP)",4113,1967,10.33,"X","","6686"
"Algeria",12,"Agriculture, value added (% GDP)",4113,1972,12.228819,"X","","0"
"Algeria",12,"Agriculture, value added (% GDP)",4113,1977,8.552226,"X","","0"
"Algeria",12,"Agriculture, value added (% GDP)",4113,1982,7.858088,"X","","0"
"Algeria",12,"Agriculture, value added (% GDP)",4113,1987,10.293075,"X","","0"
"Algeria",12,"Agriculture, value added (% GDP)",4113,1992,12.099304,"X","","0"
"Algeria",12,"Agriculture, value added (% GDP)",4113,1997,8.839552,"X","","0"
"Algeria",12,"Agriculture, value added (% GDP)",4113,2002,9.310262,"X","","0"
"Algeria",12,"Agriculture, value added (% GDP)",4113,2007,7.570631,"X","","0"
"Algeria",12,"Agriculture, value added (% GDP)",4113,2012,8.770688,"X","","0"
"Algeria",12,"Agriculture, value added (% GDP)",4113,2017,11.756074,"X","","0"
"Algeria",12,"Agriculture, value added (% GDP)",4113,2018,11.840233,"X","","0"
"Algeria",12,"Agriculture, value added to GDP",4548,1962,3.61487057E8,"X","","6745"
"Algeria",12,"Agriculture, value added to GDP",4548,1967,3.92912763E8,"X","","6745"
"Algeria",12,"Agriculture, value added to GDP",4548,1972,8.775924279E8,"X","","7015"
"Algeria",12,"Agriculture, value added to GDP",4548,1977,1.795192537E9,"X","","7015"
"Algeria",12,"Agriculture, value added to GDP",4548,1982,3.543592643E9,"X","","7015"
"Algeria",12,"Agriculture, value added to GDP",4548,1987,6.621903443E9,"X","","7015"
"Algeria",12,"Agriculture, value added to GDP",4548,1992,5.941430251E9,"X","","7015"
"Algeria",12,"Agriculture, value added to GDP",4548,1997,4.249036439E9,"X","","7015"
"Algeria",12,"Agriculture, value added to GDP",4548,2002,5.290017205E9,"X","","7015"
"Algeria",12,"Agriculture, value added to GDP",4548,2007,1.0218617411E10,"X","","7015"
"Algeria",12,"Agriculture, value added to GDP",4548,2012,1.8335919885E10,"X","","7015"
"Algeria",12,"Agriculture, value added to GDP",4548,2017,1.9996752964E10,"X","","7015"
"Algeria",12,"Agriculture, value added to GDP",4548,2018,2.0815001942E10,"X","","7015"
"Algeria",12,"Industry, value added to GDP",4546,1962,6.34415759E8,"X","","6743"
"Algeria",12,"Industry, value added to GDP",4546,1967,1.612089425E9,"X","","6743"
"Algeria",12,"Industry, value added to GDP",4546,1972,2.586887302E9,"X","","7015"
"Algeria",12,"Industry, value added to GDP",4546,1977,1.0224776432E10,"X","","7015"
"Algeria",12,"Industry, value added to GDP",4546,1982,2.3083053409E10,"X","","7015"
"Algeria",12,"Industry, value added to GDP",4546,1987,2.7471950181E10,"X","","7015"
"Algeria",12,"Industry, value added to GDP",4546,1992,2.2081800928E10,"X","","7015"
"Algeria",12,"Industry, value added to GDP",4546,1997,2.2740298173E10,"X","","7015"
"Algeria",12,"Industry, value added to GDP",4546,2002,2.7142553183E10,"X","","7015"
"Algeria",12,"Industry, value added to GDP",4546,2007,7.6581236341E10,"X","","7015"
"Algeria",12,"Industry, value added to GDP",4546,2012,9.8464669734E10,"X","","7015"
"Algeria",12,"Industry, value added to GDP",4546,2017,6.0780541096E10,"X","","7015"
"Algeria",12,"Industry, value added to GDP",4546,2018,6.6851758473E10,"X","","7015"
"Algeria",12,"Services, value added to GDP",4547,1967,1.798361447E9,"X","","6744"
"Algeria",12,"Services, value added to GDP",4547,1972,3.967491831E9,"X","","7015"
"Algeria",12,"Services, value added to GDP",4547,1977,8.961728958E9,"X","","7015"
"Algeria",12,"Services, value added to GDP",4547,1982,1.8468196719E10,"X","","7015"
"Algeria",12,"Services, value added to GDP",4547,1987,2.8788927211E10,"X","","7015"
"Algeria",12,"Services, value added to GDP",4547,1992,1.9751967584E10,"X","","7015"
"Algeria",12,"Services, value added to GDP",4547,1997,1.8604464699E10,"X","","7015"
"Algeria",12,"Services, value added to GDP",4547,2002,2.138241704E10,"X","","7015"
"Algeria",12,"Services, value added to GDP",4547,2007,4.6108779383E10,"X","","7015"
"Algeria",12,"Services, value added to GDP",4547,2012,8.6258889253E10,"X","","7015"
"Algeria",12,"Services, value added to GDP",4547,2017,8.0114970892E10,"X","","7015"
"Algeria",12,"Services, value added to GDP",4547,2018,8.0175795524E10,"X","","7015"
"Algeria",12,"Human Development Index (HDI) [highest = 1]",4111,1992,0.589,"X","","7016"
"Algeria",12,"Human Development Index (HDI) [highest = 1]",4111,1997,0.619,"X","","7016"
"Algeria",12,"Human Development Index (HDI) [highest = 1]",4111,2002,0.666,"X","","7016"
"Algeria",12,"Human Development Index (HDI) [highest = 1]",4111,2007,0.708,"X","","7016"
"Algeria",12,"Human Development Index (HDI) [highest = 1]",4111,2012,0.737,"X","","7016"
"Algeria",12,"Human Development Index (HDI) [highest = 1]",4111,2017,0.758,"X","","7016"
"Algeria",12,"Human Development Index (HDI) [highest = 1]",4111,2018,0.759,"X","","7016"
"Andorra",20,"Gross Domestic Product (GDP)",4112,1972,1.43506004E8,"X","","0"
"Andorra",20,"Gross Domestic Product (GDP)",4112,1977,3.21390137E8,"X","","0"
"Andorra",20,"Gross Domestic Product (GDP)",4112,1982,4.75654368E8,"X","","0"
"Andorra",20,"Gross Domestic Product (GDP)",4112,1987,7.73493497E8,"X","","0"
"Andorra",20,"Gross Domestic Product (GDP)",4112,1992,1.531034035E9,"X","","0"
"Andorra",20,"Gross Domestic Product (GDP)",4112,1997,1.493901088E9,"X","","0"
"Andorra",20,"Gross Domestic Product (GDP)",4112,2002,1.755992896E9,"X","","0"
"Andorra",20,"Gross Domestic Product (GDP)",4112,2007,3.952395237E9,"X","","0"
"Andorra",20,"Gross Domestic Product (GDP)",4112,2012,3.188830334E9,"X","","0"
"Andorra",20,"Gross Domestic Product (GDP)",4112,2017,3.000160225E9,"X","","0"
"Andorra",20,"Gross Domestic Product (GDP)",4112,2018,3.218419456E9,"X","","0"
"Andorra",20,"GDP per capita",4458,1972,5336.382732,"X","","0"
"Andorra",20,"GDP per capita",4458,1977,9807.150739,"X","","0"
"Andorra",20,"GDP per capita",4458,1982,12160.719128,"X","","0"
"Andorra",20,"GDP per capita",4458,1987,15963.130682,"X","","0"
"Andorra",20,"GDP per capita",4458,1992,25999.083598,"X","","0"
"Andorra",20,"GDP per capita",4458,1997,23223.546684,"X","","0"
"Andorra",20,"GDP per capita",4458,2002,24742.619011,"X","","0"
"Andorra",20,"GDP per capita",4458,2007,48580.374532,"X","","0"
"Andorra",20,"GDP per capita",4458,2012,38391.432342,"X","","0"
"Andorra",20,"GDP per capita",4458,2017,39249.689016,"X","","0"
"Andorra",20,"GDP per capita",4458,2018,42080.55769,"X","","0"
"Andorra",20,"Agriculture, value added (% GDP)",4113,1972,0.397362,"X","","0"
"Andorra",20,"Agriculture, value added (% GDP)",4113,1977,0.397396,"X","","0"
"Andorra",20,"Agriculture, value added (% GDP)",4113,1982,0.397593,"X","","0"
"Andorra",20,"Agriculture, value added (% GDP)",4113,1987,0.398209,"X","","0"
"Andorra",20,"Agriculture, value added (% GDP)",4113,1992,0.396444,"X","","0"
"Andorra",20,"Agriculture, value added (% GDP)",4113,1997,0.352469,"X","","0"
"Andorra",20,"Agriculture, value added (% GDP)",4113,2002,0.385887,"X","","0"
"Andorra",20,"Agriculture, value added (% GDP)",4113,2007,0.368797,"X","","0"
"Andorra",20,"Agriculture, value added (% GDP)",4113,2012,0.601165,"X","","0"
"Andorra",20,"Agriculture, value added (% GDP)",4113,2017,0.559539,"X","","0"
"Andorra",20,"Agriculture, value added (% GDP)",4113,2018,0.546368,"X","","0"
"Andorra",20,"Agriculture, value added to GDP",4548,1972,570238.1013,"X","","7015"
"Andorra",20,"Agriculture, value added to GDP",4548,1977,1277192.007,"X","","7015"
"Andorra",20,"Agriculture, value added to GDP",4548,1982,1891170.101,"X","","7015"
"Andorra",20,"Agriculture, value added to GDP",4548,1987,3080117.545,"X","","7015"
"Andorra",20,"Agriculture, value added to GDP",4548,1992,6069684.961,"X","","7015"
"Andorra",20,"Agriculture, value added to GDP",4548,1997,5265540.357,"X","","7015"
"Andorra",20,"Agriculture, value added to GDP",4548,2002,7039657.679,"X","","7015"
"Andorra",20,"Agriculture, value added to GDP",4548,2007,1.60407863E7,"X","","7015"
"Andorra",20,"Agriculture, value added to GDP",4548,2012,1.937572141E7,"X","","7015"
"Andorra",20,"Agriculture, value added to GDP",4548,2017,1.460677761E7,"X","","7015"
"Andorra",20,"Agriculture, value added to GDP",4548,2018,1.560639061E7,"X","","7015"
"Andorra",20,"Industry, value added to GDP",4546,1972,1.928636069E7,"X","","7015"
"Andorra",20,"Industry, value added to GDP",4546,1977,4.319372251E7,"X","","7015"
"Andorra",20,"Industry, value added to GDP",4546,1982,6.392768845E7,"X","","7015"
"Andorra",20,"Industry, value added to GDP",4546,1987,1.039063482E8,"X","","7015"
"Andorra",20,"Industry, value added to GDP",4546,1992,2.044687366E8,"X","","7015"
"Andorra",20,"Industry, value added to GDP",4546,1997,1.916297021E8,"X","","7015"
"Andorra",20,"Industry, value added to GDP",4546,2002,2.388307392E8,"X","","7015"
"Andorra",20,"Industry, value added to GDP",4546,2007,5.776325469E8,"X","","7015"
"Andorra",20,"Industry, value added to GDP",4546,2012,3.13326487E8,"X","","7015"
"Andorra",20,"Industry, value added to GDP",4546,2017,2.562455813E8,"X","","7015"
"Andorra",20,"Industry, value added to GDP",4546,2018,2.738843565E8,"X","","7015"
"Andorra",20,"Services, value added to GDP",4547,1972,9.986262939E7,"X","","7015"
"Andorra",20,"Services, value added to GDP",4547,1977,2.236478092E8,"X","","7015"
"Andorra",20,"Services, value added to GDP",4547,1982,3.30976524E8,"X","","7015"
"Andorra",20,"Services, value added to GDP",4547,1987,5.378842888E8,"X","","7015"
"Andorra",20,"Services, value added to GDP",4547,1992,1.059523418E9,"X","","7015"
"Andorra",20,"Services, value added to GDP",4547,1997,1.00103001E9,"X","","7015"
"Andorra",20,"Services, value added to GDP",4547,2002,1.325196735E9,"X","","7015"
"Andorra",20,"Services, value added to GDP",4547,2007,3.079502489E9,"X","","7015"
"Andorra",20,"Services, value added to GDP",4547,2012,2.519666096E9,"X","","7015"
"Andorra",20,"Services, value added to GDP",4547,2017,2.43908333E9,"X","","7015"
"Andorra",20,"Services, value added to GDP",4547,2018,2.619638391E9,"X","","7015"
"Andorra",20,"Human Development Index (HDI) [highest = 1]",4111,2002,0.78,"X","","7016"
"Andorra",20,"Human Development Index (HDI) [highest = 1]",4111,2007,0.829,"X","","7016"
"Andorra",20,"Human Development Index (HDI) [highest = 1]",4111,2012,0.849,"X","","7016"
"Andorra",20,"Human Development Index (HDI) [highest = 1]",4111,2017,0.852,"X","","7016"
"Andorra",20,"Human Development Index (HDI) [highest = 1]",4111,2018,0.857,"X","","7016"
"Angola",24,"Gross Domestic Product (GDP)",4112,1972,4.103085021E9,"X","","0"
"Angola",24,"Gross Domestic Product (GDP)",4112,1977,4.345210241E9,"X","","0"
"Angola",24,"Gross Domestic Product (GDP)",4112,1982,6.684938833E9,"X","","0"
"Angola",24,"Gross Domestic Product (GDP)",4112,1987,9.860284778E9,"X","","0"
"Angola",24,"Gross Domestic Product (GDP)",4112,1992,1.8586675505E10,"X","","0"
"Angola",24,"Gross Domestic Product (GDP)",4112,1997,1.0226790656E10,"X","","0"
"Angola",24,"Gross Domestic Product (GDP)",4112,2002,1.5285592487E10,"X","","0"
"Angola",24,"Gross Domestic Product (GDP)",4112,2007,6.5266415707E10,"X","","0"
"Angola",24,"Gross Domestic Product (GDP)",4112,2012,1.28052913438E11,"X","","0"
"Angola",24,"Gross Domestic Product (GDP)",4112,2017,1.22123858628E11,"X","","0"
"Angola",24,"Gross Domestic Product (GDP)",4112,2018,1.01353211652E11,"X","","0"
"Angola",24,"GDP per capita",4458,1972,578.188935,"X","","0"
"Angola",24,"GDP per capita",4458,1977,534.280069,"X","","0"
"Angola",24,"GDP per capita",4458,1982,698.487595,"X","","0"
"Angola",24,"GDP per capita",4458,1987,877.477552,"X","","0"
"Angola",24,"GDP per capita",4458,1992,1433.185424,"X","","0"
"Angola",24,"GDP per capita",4458,1997,677.765494,"X","","0"
"Angola",24,"GDP per capita",4458,2002,869.851352,"X","","0"
"Angola",24,"GDP per capita",4458,2007,3108.266911,"X","","0"
"Angola",24,"GDP per capita",4458,2012,5102.492352,"X","","0"
"Angola",24,"GDP per capita",4458,2017,4100.291004,"X","","0"
"Angola",24,"GDP per capita",4458,2018,3441.269755,"X","","0"
"Angola",24,"Agriculture, value added (% GDP)",4113,1972,14.414414,"X","","0"
"Angola",24,"Agriculture, value added (% GDP)",4113,1977,13.846154,"X","","0"
"Angola",24,"Agriculture, value added (% GDP)",4113,1982,14.0,"X","","0"
"Angola",24,"Agriculture, value added (% GDP)",4113,1987,12.881356,"X","","0"
"Angola",24,"Agriculture, value added (% GDP)",4113,1992,14.316285,"X","","0"
"Angola",24,"Agriculture, value added (% GDP)",4113,1997,9.018265,"X","","0"
"Angola",24,"Agriculture, value added (% GDP)",4113,2002,5.83955,"X","","0"
"Angola",24,"Agriculture, value added (% GDP)",4113,2007,5.242278,"X","","0"
"Angola",24,"Agriculture, value added (% GDP)",4113,2012,6.06963,"X","","0"
